split,system,query_id,known_labels,known_e_or_s,reciprocal_rank,recall_at_10,hit_rate_at_10,precision_at_10,judged_at_10,recall_at_40,hit_rate_at_40,precision_at_40,judged_at_40,latency_ms
test,dense,112403,16,16,1.0,0.125,1.0,0.2,0.2,0.25,1.0,0.1,0.1,67.343
test,hybrid,112403,16,16,0.3333333333333333,0.125,1.0,0.2,0.2,0.1875,1.0,0.075,0.075,511.682
test,bm25,112408,16,16,1.0,0.1875,1.0,0.3,0.3,0.1875,1.0,0.075,0.075,10.781
test,dense,112408,16,16,0.3333333333333333,0.0625,1.0,0.1,0.1,0.125,1.0,0.05,0.05,42.598
test,hybrid,112408,16,16,0.3333333333333333,0.0625,1.0,0.1,0.1,0.25,1.0,0.1,0.1,305.656
test,bm25,112419,16,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.719
test,dense,112419,16,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.117
test,hybrid,112419,16,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.848
test,bm25,11242,16,6,1.0,0.16666666666666666,1.0,0.1,0.1,0.16666666666666666,1.0,0.025,0.05,9.429
test,dense,11242,16,6,1.0,0.16666666666666666,1.0,0.1,0.2,0.16666666666666666,1.0,0.025,0.05,35.957
test,hybrid,11242,16,6,1.0,0.16666666666666666,1.0,0.1,0.2,0.16666666666666666,1.0,0.025,0.05,596.857
test,bm25,11243,40,38,1.0,0.21052631578947367,1.0,0.8,0.9,0.39473684210526316,1.0,0.375,0.4,10.13
test,dense,11243,40,38,1.0,0.18421052631578946,1.0,0.7,0.8,0.47368421052631576,1.0,0.45,0.475,52.626
test,hybrid,11243,40,38,1.0,0.21052631578947367,1.0,0.8,0.9,0.5789473684210527,1.0,0.55,0.575,425.155
test,bm25,112437,16,16,0.14285714285714285,0.125,1.0,0.2,0.2,0.375,1.0,0.15,0.15,15.412
test,dense,112437,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.082
test,hybrid,112437,16,16,0.25,0.0625,1.0,0.1,0.1,0.1875,1.0,0.075,0.075,632.585
test,bm25,112482,16,16,0.5,0.125,1.0,0.2,0.2,0.5,1.0,0.2,0.2,21.949
test,dense,112482,16,16,1.0,0.0625,1.0,0.1,0.1,0.0625,1.0,0.025,0.025,52.219
test,hybrid,112482,16,16,1.0,0.125,1.0,0.2,0.2,0.3125,1.0,0.125,0.125,672.477
test,bm25,112485,16,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.883
test,dense,112485,16,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.353
test,hybrid,112485,16,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.004
test,bm25,112494,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.728
test,dense,112494,16,16,0.03333333333333333,0.0,0.0,0.0,0.0,0.0625,1.0,0.025,0.025,51.193
test,hybrid,112494,16,16,0.045454545454545456,0.0,0.0,0.0,0.0,0.0625,1.0,0.025,0.025,736.22
test,bm25,1125,40,33,0.25,0.09090909090909091,1.0,0.3,0.4,0.3333333333333333,1.0,0.275,0.35,29.959
test,dense,1125,40,33,0.25,0.06060606060606061,1.0,0.2,0.2,0.15151515151515152,1.0,0.125,0.125,39.125
test,hybrid,1125,40,33,0.5,0.09090909090909091,1.0,0.3,0.3,0.2727272727272727,1.0,0.225,0.275,429.905
test,bm25,112503,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.925
test,dense,112503,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.692
test,hybrid,112503,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.893
test,bm25,112512,16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.964
test,dense,112512,16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.682
test,hybrid,112512,16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.334
test,bm25,112513,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.717
test,dense,112513,16,16,1.0,0.0625,1.0,0.1,0.1,0.0625,1.0,0.025,0.025,35.518
test,hybrid,112513,16,16,1.0,0.0625,1.0,0.1,0.1,0.0625,1.0,0.025,0.025,1784.772
test,bm25,112519,16,14,0.047619047619047616,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.025,0.025,37.455
test,dense,112519,16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.827
test,hybrid,112519,16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.669
test,bm25,112535,16,14,0.041666666666666664,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.05,0.05,15.755
test,dense,112535,16,14,0.045454545454545456,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.05,0.05,48.836
test,hybrid,112535,16,14,0.16666666666666666,0.07142857142857142,1.0,0.1,0.1,0.14285714285714285,1.0,0.05,0.05,686.006
test,bm25,112540,16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.349
test,dense,112540,16,12,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.025,67.137
test,hybrid,112540,16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,558.753
test,bm25,112544,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.156
test,dense,112544,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.223
test,hybrid,112544,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.148
test,bm25,112559,43,42,0.16666666666666666,0.07142857142857142,1.0,0.3,0.3,0.19047619047619047,1.0,0.2,0.2,40.471
test,dense,112559,43,42,0.5,0.07142857142857142,1.0,0.3,0.3,0.19047619047619047,1.0,0.2,0.2,66.942
test,hybrid,112559,43,42,0.5,0.14285714285714285,1.0,0.6,0.6,0.2619047619047619,1.0,0.275,0.275,420.434
test,bm25,11256,16,11,0.5,0.45454545454545453,1.0,0.5,0.6,0.5454545454545454,1.0,0.15,0.175,40.726
test,dense,11256,16,11,1.0,0.36363636363636365,1.0,0.4,0.5,0.36363636363636365,1.0,0.1,0.125,43.214
test,hybrid,11256,16,11,1.0,0.36363636363636365,1.0,0.4,0.5,0.45454545454545453,1.0,0.125,0.15,708.98
test,bm25,112578,16,15,0.08333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,1.0,0.025,0.025,79.177
test,dense,112578,16,15,0.5,0.06666666666666667,1.0,0.1,0.1,0.06666666666666667,1.0,0.025,0.025,64.41
test,hybrid,112578,16,15,0.5,0.06666666666666667,1.0,0.1,0.1,0.06666666666666667,1.0,0.025,0.025,635.32
test,bm25,112579,15,15,0.3333333333333333,0.13333333333333333,1.0,0.2,0.2,0.2,1.0,0.075,0.075,29.44
test,dense,112579,15,15,0.25,0.13333333333333333,1.0,0.2,0.2,0.2,1.0,0.075,0.075,44.072
test,hybrid,112579,15,15,1.0,0.2,1.0,0.3,0.3,0.26666666666666666,1.0,0.1,0.1,471.531
test,bm25,112588,16,16,1.0,0.0625,1.0,0.1,0.1,0.125,1.0,0.05,0.05,37.453
test,dense,112588,16,16,0.3333333333333333,0.125,1.0,0.2,0.2,0.1875,1.0,0.075,0.075,37.937
test,hybrid,112588,16,16,1.0,0.125,1.0,0.2,0.2,0.3125,1.0,0.125,0.125,610.264
test,bm25,112597,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.264
test,dense,112597,40,40,1.0,0.025,1.0,0.1,0.1,0.05,1.0,0.05,0.05,65.604
test,hybrid,112597,40,40,0.5,0.05,1.0,0.2,0.2,0.05,1.0,0.05,0.05,592.945
test,bm25,112606,16,10,0.1,0.1,1.0,0.1,0.2,0.1,1.0,0.025,0.05,55.367
test,dense,112606,16,10,1.0,0.1,1.0,0.1,0.2,0.2,1.0,0.05,0.075,48.953
test,hybrid,112606,16,10,0.5,0.1,1.0,0.1,0.2,0.2,1.0,0.05,0.075,619.697
test,bm25,112614,16,14,0.027777777777777776,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.025,0.025,44.11
test,dense,112614,16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.248
test,hybrid,112614,16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.486
test,bm25,112631,42,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2
test,dense,112631,42,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.125
test,hybrid,112631,42,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.128
test,bm25,112632,40,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.119
test,dense,112632,40,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.639
test,hybrid,112632,40,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.841
test,bm25,112635,16,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.353
test,dense,112635,16,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.837
test,hybrid,112635,16,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.205
test,bm25,112641,40,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.632
test,dense,112641,40,38,0.07692307692307693,0.0,0.0,0.0,0.0,0.05263157894736842,1.0,0.05,0.05,37.805
test,hybrid,112641,40,38,1.0,0.05263157894736842,1.0,0.2,0.2,0.05263157894736842,1.0,0.05,0.05,652.426
test,bm25,112643,40,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.369
test,dense,112643,40,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.794
test,hybrid,112643,40,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.462
test,bm25,112660,16,15,0.030303030303030304,0.0,0.0,0.0,0.0,0.06666666666666667,1.0,0.025,0.025,14.486
test,dense,112660,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.279
test,hybrid,112660,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.761
test,bm25,112662,16,13,0.5,0.07692307692307693,1.0,0.1,0.1,0.07692307692307693,1.0,0.025,0.025,21.413
test,dense,112662,16,13,0.5,0.23076923076923078,1.0,0.3,0.3,0.23076923076923078,1.0,0.075,0.075,35.876
test,hybrid,112662,16,13,1.0,0.07692307692307693,1.0,0.1,0.1,0.23076923076923078,1.0,0.075,0.075,543.689
test,bm25,112665,16,10,0.1111111111111111,0.1,1.0,0.1,0.4,0.2,1.0,0.05,0.175,13.869
test,dense,112665,16,10,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.125,38.475
test,hybrid,112665,16,10,0.02631578947368421,0.0,0.0,0.0,0.2,0.2,1.0,0.05,0.2,521.047
test,bm25,112671,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.568
test,dense,112671,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.434
test,hybrid,112671,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.536
test,bm25,112672,16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.051
test,dense,112672,16,14,0.3333333333333333,0.07142857142857142,1.0,0.1,0.1,0.07142857142857142,1.0,0.025,0.025,70.884
test,hybrid,112672,16,14,0.09090909090909091,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.025,0.025,489.38
test,bm25,112682,40,34,0.25,0.08823529411764706,1.0,0.3,0.3,0.14705882352941177,1.0,0.125,0.15,23.005
test,dense,112682,40,34,0.25,0.029411764705882353,1.0,0.1,0.1,0.11764705882352941,1.0,0.1,0.125,48.225
test,hybrid,112682,40,34,0.25,0.058823529411764705,1.0,0.2,0.2,0.11764705882352941,1.0,0.1,0.15,476.404
test,bm25,112699,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.079
test,dense,112699,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.888
test,hybrid,112699,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.136
test,bm25,112716,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.185
test,dense,112716,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.715
test,hybrid,112716,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.354
test,bm25,112718,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.424
test,dense,112718,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.105
test,hybrid,112718,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.413
test,bm25,112731,16,12,1.0,0.08333333333333333,1.0,0.1,0.1,0.16666666666666666,1.0,0.05,0.05,34.545
test,dense,112731,16,12,1.0,0.08333333333333333,1.0,0.1,0.1,0.08333333333333333,1.0,0.025,0.025,40.717
test,hybrid,112731,16,12,1.0,0.08333333333333333,1.0,0.1,0.1,0.16666666666666666,1.0,0.05,0.075,587.08
test,bm25,112733,16,2,0.07692307692307693,0.0,0.0,0.0,0.5,0.5,1.0,0.025,0.175,28.605
test,dense,112733,16,2,0.16666666666666666,0.5,1.0,0.1,0.4,0.5,1.0,0.025,0.125,44.705
test,hybrid,112733,16,2,0.1111111111111111,0.5,1.0,0.1,0.5,0.5,1.0,0.025,0.175,420.375
test,bm25,11274,16,11,0.5,0.09090909090909091,1.0,0.1,0.2,0.18181818181818182,1.0,0.05,0.1,9.924
test,dense,11274,16,11,1.0,0.09090909090909091,1.0,0.1,0.3,0.18181818181818182,1.0,0.05,0.1,37.934
test,hybrid,11274,16,11,1.0,0.18181818181818182,1.0,0.2,0.3,0.2727272727272727,1.0,0.075,0.125,303.816
test,bm25,112744,16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.013
test,dense,112744,16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.093
test,hybrid,112744,16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.095
test,bm25,112746,16,16,0.03225806451612903,0.0,0.0,0.0,0.0,0.0625,1.0,0.025,0.025,36.391
test,dense,112746,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.452
test,hybrid,112746,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.603
test,bm25,11275,16,15,0.5,0.13333333333333333,1.0,0.2,0.2,0.26666666666666666,1.0,0.1,0.1,11.11
test,dense,11275,16,15,0.07142857142857142,0.0,0.0,0.0,0.0,0.2,1.0,0.075,0.075,38.142
test,hybrid,11275,16,15,1.0,0.2,1.0,0.3,0.3,0.3333333333333333,1.0,0.125,0.125,572.859
test,bm25,112752,40,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.974
test,dense,112752,40,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.911
test,hybrid,112752,40,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.117
test,bm25,112770,16,13,0.0625,0.0,0.0,0.0,0.0,0.07692307692307693,1.0,0.025,0.025,62.184
test,dense,112770,16,13,0.06666666666666667,0.0,0.0,0.0,0.0,0.15384615384615385,1.0,0.05,0.05,73.297
test,hybrid,112770,16,13,0.16666666666666666,0.15384615384615385,1.0,0.2,0.2,0.15384615384615385,1.0,0.05,0.05,757.463
test,bm25,112774,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.378
test,dense,112774,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.648
test,hybrid,112774,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.322
test,bm25,112777,16,8,0.25,0.125,1.0,0.1,0.1,0.125,1.0,0.025,0.05,28.276
test,dense,112777,16,8,0.2,0.125,1.0,0.1,0.1,0.125,1.0,0.025,0.025,44.354
test,hybrid,112777,16,8,1.0,0.125,1.0,0.1,0.1,0.125,1.0,0.025,0.025,542.521
test,bm25,112782,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.736
test,dense,112782,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.064
test,hybrid,112782,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.873
test,bm25,112802,16,16,0.08333333333333333,0.0,0.0,0.0,0.0,0.1875,1.0,0.075,0.075,37.91
test,dense,112802,16,16,0.5,0.0625,1.0,0.1,0.1,0.125,1.0,0.05,0.05,44.313
test,hybrid,112802,16,16,0.5,0.125,1.0,0.2,0.2,0.25,1.0,0.1,0.1,559.778
test,bm25,112818,16,16,0.5,0.0625,1.0,0.1,0.1,0.125,1.0,0.05,0.05,36.528
test,dense,112818,16,16,0.5,0.125,1.0,0.2,0.2,0.1875,1.0,0.075,0.075,38.027
test,hybrid,112818,16,16,1.0,0.0625,1.0,0.1,0.1,0.25,1.0,0.1,0.1,479.158
test,bm25,112839,16,16,0.05555555555555555,0.0,0.0,0.0,0.0,0.0625,1.0,0.025,0.025,11.171
test,dense,112839,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.007
test,hybrid,112839,16,16,0.07142857142857142,0.0,0.0,0.0,0.0,0.0625,1.0,0.025,0.025,413.199
test,bm25,112875,16,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.159
test,dense,112875,16,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.84
test,hybrid,112875,16,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.058
test,bm25,112879,16,16,1.0,0.25,1.0,0.4,0.4,0.3125,1.0,0.125,0.125,9.195
test,dense,112879,16,16,0.5,0.25,1.0,0.4,0.4,0.5,1.0,0.2,0.2,42.063
test,hybrid,112879,16,16,1.0,0.375,1.0,0.6,0.6,0.5,1.0,0.2,0.2,467.872
test,bm25,112884,16,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.752
test,dense,112884,16,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.359
test,hybrid,112884,16,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.338
test,bm25,112911,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.601
test,dense,112911,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.764
test,hybrid,112911,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.654
test,bm25,112916,16,16,0.037037037037037035,0.0,0.0,0.0,0.0,0.375,1.0,0.15,0.15,31.323
test,dense,112916,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.22
test,hybrid,112916,16,16,0.03225806451612903,0.0,0.0,0.0,0.0,0.0625,1.0,0.025,0.025,501.066
test,bm25,112924,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.382
test,dense,112924,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.356
test,hybrid,112924,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.191
test,bm25,112932,16,15,1.0,0.13333333333333333,1.0,0.2,0.2,0.13333333333333333,1.0,0.05,0.05,16.675
test,dense,112932,16,15,0.02702702702702703,0.0,0.0,0.0,0.0,0.06666666666666667,1.0,0.025,0.025,39.262
test,hybrid,112932,16,15,0.2,0.06666666666666667,1.0,0.1,0.1,0.13333333333333333,1.0,0.05,0.05,468.693
test,bm25,112934,40,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.343
test,dense,112934,40,33,1.0,0.030303030303030304,1.0,0.1,0.1,0.09090909090909091,1.0,0.075,0.075,35.637
test,hybrid,112934,40,33,0.125,0.030303030303030304,1.0,0.1,0.1,0.06060606060606061,1.0,0.05,0.05,260.733
test,bm25,112938,16,13,0.5,0.07692307692307693,1.0,0.1,0.1,0.15384615384615385,1.0,0.05,0.05,50.843
test,dense,112938,16,13,0.16666666666666666,0.07692307692307693,1.0,0.1,0.1,0.3076923076923077,1.0,0.1,0.1,42.767
test,hybrid,112938,16,13,0.3333333333333333,0.07692307692307693,1.0,0.1,0.1,0.15384615384615385,1.0,0.05,0.05,506.083
test,bm25,112971,16,13,0.030303030303030304,0.0,0.0,0.0,0.0,0.07692307692307693,1.0,0.025,0.075,13.531
test,dense,112971,16,13,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,37.242
test,hybrid,112971,16,13,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,411.028
test,bm25,112973,16,16,0.2,0.0625,1.0,0.1,0.1,0.125,1.0,0.05,0.05,13.764
test,dense,112973,16,16,0.3333333333333333,0.125,1.0,0.2,0.2,0.3125,1.0,0.125,0.125,35.099
test,hybrid,112973,16,16,0.3333333333333333,0.0625,1.0,0.1,0.1,0.375,1.0,0.15,0.15,651.75
test,bm25,112974,16,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.184
test,dense,112974,16,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.957
test,hybrid,112974,16,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.158
test,bm25,112979,16,12,0.5,0.08333333333333333,1.0,0.1,0.3,0.16666666666666666,1.0,0.05,0.125,15.488
test,dense,112979,16,12,0.3333333333333333,0.08333333333333333,1.0,0.1,0.1,0.08333333333333333,1.0,0.025,0.05,45.109
test,hybrid,112979,16,12,0.3333333333333333,0.16666666666666666,1.0,0.2,0.4,0.16666666666666666,1.0,0.05,0.125,762.379
test,bm25,112980,16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.229
test,dense,112980,16,7,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.05,45.344
test,hybrid,112980,16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,497.973
test,bm25,112982,15,15,0.5,0.06666666666666667,1.0,0.1,0.1,0.06666666666666667,1.0,0.025,0.025,24.894
test,dense,112982,15,15,0.2,0.13333333333333333,1.0,0.2,0.2,0.13333333333333333,1.0,0.05,0.05,39.414
test,hybrid,112982,15,15,1.0,0.06666666666666667,1.0,0.1,0.1,0.13333333333333333,1.0,0.05,0.05,610.875
test,bm25,112994,16,16,0.038461538461538464,0.0,0.0,0.0,0.0,0.0625,1.0,0.025,0.025,48.774
test,dense,112994,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.608
test,hybrid,112994,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.927
test,bm25,113,39,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,22.242
test,dense,113,39,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.027
test,hybrid,113,39,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.575
test,bm25,113009,16,13,0.14285714285714285,0.07692307692307693,1.0,0.1,0.1,0.07692307692307693,1.0,0.025,0.025,12.858
test,dense,113009,16,13,0.25,0.07692307692307693,1.0,0.1,0.1,0.15384615384615385,1.0,0.05,0.05,40.717
test,hybrid,113009,16,13,0.2,0.07692307692307693,1.0,0.1,0.1,0.23076923076923078,1.0,0.075,0.075,543.37
test,bm25,113027,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.142
test,dense,113027,16,16,0.047619047619047616,0.0,0.0,0.0,0.0,0.0625,1.0,0.025,0.025,37.838
test,hybrid,113027,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.142
test,bm25,113037,16,16,0.3333333333333333,0.0625,1.0,0.1,0.1,0.25,1.0,0.1,0.1,33.647
test,dense,113037,16,16,0.08333333333333333,0.0,0.0,0.0,0.0,0.1875,1.0,0.075,0.075,39.642
test,hybrid,113037,16,16,0.1111111111111111,0.0625,1.0,0.1,0.1,0.1875,1.0,0.075,0.075,334.081
test,bm25,113046,16,16,0.030303030303030304,0.0,0.0,0.0,0.0,0.125,1.0,0.05,0.05,29.256
test,dense,113046,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.655
test,hybrid,113046,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.922
test,bm25,113087,16,16,0.16666666666666666,0.0625,1.0,0.1,0.1,0.0625,1.0,0.025,0.025,19.499
test,dense,113087,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.134
test,hybrid,113087,16,16,0.06666666666666667,0.0,0.0,0.0,0.0,0.0625,1.0,0.025,0.025,513.44
test,bm25,113106,16,12,1.0,0.25,1.0,0.3,0.3,0.25,1.0,0.075,0.075,10.439
test,dense,113106,16,12,0.5,0.3333333333333333,1.0,0.4,0.4,0.3333333333333333,1.0,0.1,0.1,38.865
test,hybrid,113106,16,12,1.0,0.25,1.0,0.3,0.3,0.4166666666666667,1.0,0.125,0.125,493.853
test,bm25,113107,16,15,0.16666666666666666,0.06666666666666667,1.0,0.1,0.1,0.2,1.0,0.075,0.075,13.738
test,dense,113107,16,15,0.05263157894736842,0.0,0.0,0.0,0.0,0.13333333333333333,1.0,0.05,0.05,40.553
test,hybrid,113107,16,15,0.06666666666666667,0.0,0.0,0.0,0.0,0.26666666666666666,1.0,0.1,0.1,574.441
test,bm25,113125,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.093
test,dense,113125,16,16,0.05,0.0,0.0,0.0,0.0,0.0625,1.0,0.025,0.025,61.828
test,hybrid,113125,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.926
test,bm25,113165,16,15,0.043478260869565216,0.0,0.0,0.0,0.0,0.2,1.0,0.075,0.075,10.622
test,dense,113165,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.366
test,hybrid,113165,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.862
test,bm25,113167,16,14,1.0,0.21428571428571427,1.0,0.3,0.3,0.6428571428571429,1.0,0.225,0.225,10.804
test,dense,113167,16,14,0.3333333333333333,0.35714285714285715,1.0,0.5,0.5,0.5,1.0,0.175,0.175,35.267
test,hybrid,113167,16,14,0.5,0.2857142857142857,1.0,0.4,0.4,0.5714285714285714,1.0,0.2,0.2,488.78
test,bm25,113168,16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.244
test,dense,113168,16,12,0.1111111111111111,0.08333333333333333,1.0,0.1,0.1,0.08333333333333333,1.0,0.025,0.025,37.241
test,hybrid,113168,16,12,0.058823529411764705,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,0.025,0.025,555.114
test,bm25,113173,16,4,0.05,0.0,0.0,0.0,0.0,0.25,1.0,0.025,0.075,11.951
