split,system,query_id,latency_ms
validation,hybrid,20847,315.444
validation,bm25,20906,14.966
validation,dense,20906,54.728
validation,hybrid,20906,460.872
validation,bm25,20910,14.585
validation,dense,20910,32.070
validation,hybrid,20910,407.689
validation,bm25,21181,10.309
validation,dense,21181,30.669
validation,hybrid,21181,394.672
validation,bm25,2119,11.471
validation,dense,2119,29.507
validation,hybrid,2119,194.190
validation,bm25,2129,8.421
validation,dense,2129,31.027
validation,hybrid,2129,259.087
validation,bm25,2137,5.098
validation,dense,2137,32.491
validation,hybrid,2137,240.452
validation,bm25,21435,6.539
validation,dense,21435,31.697
validation,hybrid,21435,138.312
validation,bm25,21506,33.047
validation,dense,21506,34.563
validation,hybrid,21506,465.468
validation,bm25,2153,11.351
validation,dense,2153,30.928
validation,hybrid,2153,168.674
validation,bm25,21555,20.939
validation,dense,21555,33.133
validation,hybrid,21555,653.361
validation,bm25,21643,4.345
validation,dense,21643,31.330
validation,hybrid,21643,136.072
validation,bm25,2165,19.559
validation,dense,2165,37.530
validation,hybrid,2165,340.733
validation,bm25,21689,25.601
validation,dense,21689,32.703
validation,hybrid,21689,287.861
validation,bm25,217,17.495
validation,dense,217,33.147
validation,hybrid,217,327.573
validation,bm25,21701,4.812
validation,dense,21701,31.244
validation,hybrid,21701,185.662
validation,bm25,21855,4.898
validation,dense,21855,30.391
validation,hybrid,21855,135.388
validation,bm25,21886,6.802
validation,dense,21886,28.981
validation,hybrid,21886,463.120
validation,bm25,21895,6.977
validation,dense,21895,29.718
validation,hybrid,21895,247.622
validation,bm25,2202,7.074
validation,dense,2202,31.070
validation,hybrid,2202,254.143
validation,bm25,22088,8.335
validation,dense,22088,38.402
validation,hybrid,22088,265.147
validation,bm25,22096,5.502
validation,dense,22096,30.166
validation,hybrid,22096,244.172
validation,bm25,22125,5.945
validation,dense,22125,30.428
validation,hybrid,22125,156.846
validation,bm25,22126,7.896
validation,dense,22126,31.377
validation,hybrid,22126,275.230
validation,bm25,22139,22.362
validation,dense,22139,32.101
validation,hybrid,22139,272.433
validation,bm25,22158,9.109
validation,dense,22158,31.284
validation,hybrid,22158,324.714
validation,bm25,2230,14.426
validation,dense,2230,32.409
validation,hybrid,2230,366.057
validation,bm25,22386,7.208
validation,dense,22386,30.153
validation,hybrid,22386,504.957
validation,bm25,22395,4.525
validation,dense,22395,36.740
validation,hybrid,22395,134.358
validation,bm25,224,19.811
validation,dense,224,30.095
validation,hybrid,224,505.941
validation,bm25,22408,21.707
validation,dense,22408,33.679
validation,hybrid,22408,451.461
validation,bm25,22653,13.432
validation,dense,22653,70.206
validation,hybrid,22653,463.901
validation,bm25,22700,12.658
validation,dense,22700,31.544
validation,hybrid,22700,249.301
validation,bm25,22953,27.515
validation,dense,22953,31.603
validation,hybrid,22953,472.255
validation,bm25,22994,9.323
validation,dense,22994,43.830
validation,hybrid,22994,408.850
validation,bm25,2305,5.404
validation,dense,2305,31.962
validation,hybrid,2305,197.524
validation,bm25,23058,5.577
validation,dense,23058,29.500
validation,hybrid,23058,129.503
validation,bm25,23082,18.182
validation,dense,23082,31.072
validation,hybrid,23082,337.091
validation,bm25,23128,24.314
validation,dense,23128,35.312
validation,hybrid,23128,500.808
validation,bm25,23278,17.101
validation,dense,23278,30.144
validation,hybrid,23278,243.993
validation,bm25,23288,5.043
validation,dense,23288,31.197
validation,hybrid,23288,244.597
validation,bm25,23298,23.591
validation,dense,23298,30.022
validation,hybrid,23298,348.791
validation,bm25,2330,16.822
validation,dense,2330,31.126
validation,hybrid,2330,381.712
validation,bm25,23314,16.432
validation,dense,23314,31.981
validation,hybrid,23314,260.416
validation,bm25,23365,5.007
validation,dense,23365,30.312
validation,hybrid,23365,388.788
validation,bm25,23366,4.488
validation,dense,23366,30.839
validation,hybrid,23366,147.657
validation,bm25,23392,5.777
validation,dense,23392,34.173
validation,hybrid,23392,149.293
validation,bm25,2349,9.009
validation,dense,2349,30.871
validation,hybrid,2349,255.539
validation,bm25,2350,8.166
validation,dense,2350,39.547
validation,hybrid,2350,400.065
validation,bm25,23633,5.791
validation,dense,23633,33.422
validation,hybrid,23633,198.919
validation,bm25,23670,11.808
validation,dense,23670,31.587
validation,hybrid,23670,290.788
validation,bm25,23724,12.609
validation,dense,23724,30.084
validation,hybrid,23724,338.872
validation,bm25,23726,38.279
validation,dense,23726,31.631
validation,hybrid,23726,321.294
validation,bm25,23791,9.460
validation,dense,23791,33.346
validation,hybrid,23791,237.967
validation,bm25,23929,12.946
validation,dense,23929,31.214
validation,hybrid,23929,312.884
validation,bm25,23973,6.784
validation,dense,23973,30.967
validation,hybrid,23973,264.536
validation,bm25,23977,5.463
validation,dense,23977,30.401
validation,hybrid,23977,440.611
validation,bm25,24015,4.651
validation,dense,24015,30.062
validation,hybrid,24015,297.062
validation,bm25,24089,13.459
validation,dense,24089,36.233
validation,hybrid,24089,501.415
validation,bm25,24107,9.976
validation,dense,24107,38.382
validation,hybrid,24107,393.246
validation,bm25,24308,6.904
validation,dense,24308,34.233
validation,hybrid,24308,424.265
validation,bm25,24378,23.750
validation,dense,24378,33.361
validation,hybrid,24378,132.760
validation,bm25,24413,4.633
validation,dense,24413,30.232
validation,hybrid,24413,130.079
validation,bm25,24442,15.960
validation,dense,24442,31.843
validation,hybrid,24442,315.400
validation,bm25,24554,26.608
validation,dense,24554,31.002
validation,hybrid,24554,300.429
validation,bm25,24614,7.237
validation,dense,24614,39.540
validation,hybrid,24614,439.461
validation,bm25,2464,6.396
validation,dense,2464,31.157
validation,hybrid,2464,143.572
validation,bm25,24680,14.827
validation,dense,24680,31.060
validation,hybrid,24680,438.449
validation,bm25,24724,28.023
validation,dense,24724,30.970
validation,hybrid,24724,317.483
validation,bm25,25036,22.947
validation,dense,25036,31.801
validation,hybrid,25036,315.954
validation,bm25,25231,6.788
validation,dense,25231,29.407
validation,hybrid,25231,343.807
validation,bm25,25305,10.373
validation,dense,25305,30.772
validation,hybrid,25305,189.032
validation,bm25,25372,8.113
validation,dense,25372,37.209
validation,hybrid,25372,338.511
validation,bm25,25375,9.130
validation,dense,25375,31.424
validation,hybrid,25375,306.490
validation,bm25,25501,5.679
validation,dense,25501,30.760
validation,hybrid,25501,274.326
validation,bm25,25552,9.214
validation,dense,25552,32.072
validation,hybrid,25552,174.844
validation,bm25,25574,4.759
validation,dense,25574,30.340
validation,hybrid,25574,137.673
validation,bm25,2558,59.711
validation,dense,2558,32.502
validation,hybrid,2558,371.140
validation,bm25,25665,9.745
validation,dense,25665,31.415
validation,hybrid,25665,338.496
validation,bm25,25686,4.550
validation,dense,25686,30.215
validation,hybrid,25686,136.502
validation,bm25,25698,5.864
validation,dense,25698,31.246
validation,hybrid,25698,326.753
validation,bm25,25808,33.589
validation,dense,25808,30.070
validation,hybrid,25808,288.838
validation,bm25,25816,6.084
validation,dense,25816,30.534
validation,hybrid,25816,142.392
validation,bm25,25868,22.323
validation,dense,25868,30.839
validation,hybrid,25868,382.457
validation,bm25,25889,38.481
validation,dense,25889,39.704
validation,hybrid,25889,449.862
validation,bm25,25899,27.356
validation,dense,25899,31.420
validation,hybrid,25899,264.044
validation,bm25,2590,16.089
validation,dense,2590,34.686
validation,hybrid,2590,521.016
validation,bm25,25913,34.768
validation,dense,25913,31.047
validation,hybrid,25913,374.482
validation,bm25,25925,11.600
validation,dense,25925,40.746
validation,hybrid,25925,282.045
validation,bm25,25948,24.120
validation,dense,25948,31.964
validation,hybrid,25948,288.231
validation,bm25,25956,25.796
validation,dense,25956,31.577
validation,hybrid,25956,353.392
validation,bm25,25991,9.999
validation,dense,25991,31.984
validation,hybrid,25991,292.016
validation,bm25,26023,9.317
validation,dense,26023,31.037
validation,hybrid,26023,308.328
validation,bm25,26026,26.394
validation,dense,26026,31.063
validation,hybrid,26026,457.637
validation,bm25,26029,13.243
validation,dense,26029,31.715
validation,hybrid,26029,281.639
validation,bm25,2607,35.632
validation,dense,2607,30.368
validation,hybrid,2607,424.356
validation,bm25,2618,16.962
validation,dense,2618,31.092
validation,hybrid,2618,294.809
validation,bm25,26181,8.251
validation,dense,26181,31.264
validation,hybrid,26181,363.237
validation,bm25,26276,16.302
validation,dense,26276,31.560
validation,hybrid,26276,337.841
validation,bm25,26279,5.673
validation,dense,26279,29.882
validation,hybrid,26279,294.099
validation,bm25,2640,17.181
validation,dense,2640,31.350
validation,hybrid,2640,411.530
validation,bm25,26424,13.546
validation,dense,26424,33.914
validation,hybrid,26424,340.881
validation,bm25,26489,7.349
validation,dense,26489,32.121
validation,hybrid,26489,225.558
validation,bm25,26525,14.387
validation,dense,26525,32.295
validation,hybrid,26525,334.004
validation,bm25,2654,19.855
validation,dense,2654,30.288
validation,hybrid,2654,448.790
validation,bm25,2670,13.800
validation,dense,2670,30.664
validation,hybrid,2670,295.841
validation,bm25,26742,12.112
validation,dense,26742,32.155
validation,hybrid,26742,444.879
validation,bm25,26746,10.358
validation,dense,26746,30.821
validation,hybrid,26746,291.578
validation,bm25,26770,23.773
validation,dense,26770,31.448
validation,hybrid,26770,397.786
validation,bm25,26777,8.402
validation,dense,26777,32.096
validation,hybrid,26777,221.312
validation,bm25,26787,25.857
validation,dense,26787,31.174
validation,hybrid,26787,324.252
validation,bm25,26788,7.502
validation,dense,26788,33.474
validation,hybrid,26788,398.234
validation,bm25,26908,13.318
validation,dense,26908,35.093
validation,hybrid,26908,380.356
validation,bm25,26913,20.136
validation,dense,26913,35.539
validation,hybrid,26913,357.412
validation,bm25,26997,5.576
validation,dense,26997,35.217
validation,hybrid,26997,293.576
validation,bm25,27066,38.087
validation,dense,27066,41.338
validation,hybrid,27066,450.941
validation,bm25,27123,8.104
validation,dense,27123,30.771
validation,hybrid,27123,138.482
validation,bm25,27207,31.458
validation,dense,27207,31.093
validation,hybrid,27207,231.145
validation,bm25,27353,4.798
validation,dense,27353,30.919
validation,hybrid,27353,168.681
validation,bm25,27445,8.648
validation,dense,27445,33.413
validation,hybrid,27445,260.135
validation,bm25,27548,19.552
validation,dense,27548,33.458
validation,hybrid,27548,384.605
validation,bm25,27598,8.528
validation,dense,27598,30.816
validation,hybrid,27598,344.324
validation,bm25,2761,15.393
validation,dense,2761,30.852
validation,hybrid,2761,223.032
validation,bm25,27641,6.357
validation,dense,27641,31.158
validation,hybrid,27641,503.845
validation,bm25,27647,26.427
validation,dense,27647,31.975
validation,hybrid,27647,339.829
validation,bm25,27759,6.005
validation,dense,27759,31.526
validation,hybrid,27759,250.183
validation,bm25,27919,29.921
validation,dense,27919,34.052
validation,hybrid,27919,232.811
validation,bm25,28127,7.417
validation,dense,28127,30.027
validation,hybrid,28127,541.491
validation,bm25,28162,5.425
validation,dense,28162,32.809
validation,hybrid,28162,148.365
validation,bm25,2819,37.480
validation,dense,2819,34.379
validation,hybrid,2819,386.470
validation,bm25,28252,4.965
validation,dense,28252,33.633
validation,hybrid,28252,267.188
validation,bm25,28404,6.205
validation,dense,28404,31.004
validation,hybrid,28404,138.284
validation,bm25,28468,5.258
validation,dense,28468,31.537
validation,hybrid,28468,317.820
validation,bm25,28508,26.307
validation,dense,28508,30.447
validation,hybrid,28508,346.654
validation,bm25,28582,26.113
validation,dense,28582,31.784
validation,hybrid,28582,215.436
validation,bm25,28680,11.396
validation,dense,28680,30.730
validation,hybrid,28680,222.758
validation,bm25,28735,5.923
validation,dense,28735,30.018
validation,hybrid,28735,194.448
validation,bm25,28751,8.373
validation,dense,28751,32.675
validation,hybrid,28751,351.834
validation,bm25,28777,29.217
validation,dense,28777,33.607
validation,hybrid,28777,433.763
validation,bm25,288,34.449
validation,dense,288,31.501
validation,hybrid,288,191.493
validation,bm25,29037,8.119
validation,dense,29037,32.791
validation,hybrid,29037,456.000
validation,bm25,29064,5.956
validation,dense,29064,52.558
validation,hybrid,29064,410.778
validation,bm25,29127,5.767
validation,dense,29127,47.865
validation,hybrid,29127,356.885
validation,bm25,29229,6.166
validation,dense,29229,32.419
validation,hybrid,29229,148.166
validation,bm25,29237,4.791
validation,dense,29237,31.385
validation,hybrid,29237,122.143
validation,bm25,293,35.960
validation,dense,293,38.173
validation,hybrid,293,406.758
validation,bm25,29433,5.702
validation,dense,29433,30.813
validation,hybrid,29433,306.723
validation,bm25,2945,4.849
validation,dense,2945,29.989
validation,hybrid,2945,170.137
validation,bm25,29502,10.884
validation,dense,29502,30.976
validation,hybrid,29502,439.566
validation,bm25,29611,5.915
validation,dense,29611,29.603
validation,hybrid,29611,261.343
validation,bm25,29641,38.280
validation,dense,29641,36.197
validation,hybrid,29641,238.272
validation,bm25,29660,5.985
validation,dense,29660,32.089
validation,hybrid,29660,179.778
validation,bm25,29702,9.423
validation,dense,29702,33.564
validation,hybrid,29702,389.306
validation,bm25,29755,9.361
validation,dense,29755,29.643
validation,hybrid,29755,207.530
validation,bm25,29761,6.702
validation,dense,29761,30.231
validation,hybrid,29761,200.832
validation,bm25,29769,7.385
validation,dense,29769,29.585
validation,hybrid,29769,423.646
validation,bm25,29796,4.781
validation,dense,29796,29.977
validation,hybrid,29796,168.296
validation,bm25,29808,20.658
validation,dense,29808,30.540
validation,hybrid,29808,346.009
validation,bm25,29822,8.598
validation,dense,29822,30.994
validation,hybrid,29822,391.418
validation,bm25,2983,30.224
validation,dense,2983,32.844
validation,hybrid,2983,221.869
validation,bm25,2991,17.617
validation,dense,2991,32.454
validation,hybrid,2991,359.127
validation,bm25,29922,6.912
validation,dense,29922,30.572
validation,hybrid,29922,392.201
validation,bm25,29925,9.110
validation,dense,29925,36.143
validation,hybrid,29925,261.594
validation,bm25,29931,26.030
validation,dense,29931,30.629
validation,hybrid,29931,414.786
validation,bm25,3004,11.619
validation,dense,3004,31.571
validation,hybrid,3004,235.313
validation,bm25,30056,6.798
validation,dense,30056,29.653
validation,hybrid,30056,266.455
validation,bm25,30123,5.024
validation,dense,30123,30.325
validation,hybrid,30123,251.929
validation,bm25,30124,5.784
validation,dense,30124,30.909
validation,hybrid,30124,401.296
validation,bm25,30185,9.870
validation,dense,30185,32.322
validation,hybrid,30185,560.276
validation,bm25,30210,6.331
validation,dense,30210,32.287
validation,hybrid,30210,299.060
validation,bm25,3036,4.757
validation,dense,3036,30.929
validation,hybrid,3036,146.379
validation,bm25,30415,14.655
validation,dense,30415,30.261
validation,hybrid,30415,406.990
validation,bm25,30445,10.031
validation,dense,30445,33.702
validation,hybrid,30445,345.700
validation,bm25,30449,6.335
validation,dense,30449,32.558
validation,hybrid,30449,329.475
validation,bm25,30493,6.602
validation,dense,30493,30.407
validation,hybrid,30493,193.194
validation,bm25,3051,15.955
validation,dense,3051,35.699
validation,hybrid,3051,421.269
validation,bm25,30584,12.549
validation,dense,30584,30.717
validation,hybrid,30584,129.901
validation,bm25,3077,10.836
validation,dense,3077,35.268
validation,hybrid,3077,322.915
validation,bm25,30897,6.070
validation,dense,30897,32.750
validation,hybrid,30897,397.263
validation,bm25,30949,7.147
validation,dense,30949,31.163
validation,hybrid,30949,363.698
validation,bm25,3100,4.823
validation,dense,3100,56.607
validation,hybrid,3100,121.656
validation,bm25,31009,8.795
validation,dense,31009,32.902
validation,hybrid,31009,378.087
validation,bm25,31025,16.351
validation,dense,31025,33.441
validation,hybrid,31025,209.063
validation,bm25,31112,4.835
validation,dense,31112,30.970
validation,hybrid,31112,228.572
validation,bm25,31131,17.857
validation,dense,31131,29.581
validation,hybrid,31131,370.406
validation,bm25,31148,10.374
validation,dense,31148,33.333
validation,hybrid,31148,122.957
validation,bm25,31162,17.639
validation,dense,31162,30.349
validation,hybrid,31162,376.392
validation,bm25,31167,26.651
validation,dense,31167,33.516
validation,hybrid,31167,289.142
validation,bm25,31208,5.484
validation,dense,31208,30.038
validation,hybrid,31208,213.443
validation,bm25,31245,10.774
validation,dense,31245,32.599
validation,hybrid,31245,415.358
validation,bm25,3130,14.308
validation,dense,3130,32.622
validation,hybrid,3130,334.202
validation,bm25,31503,7.696
validation,dense,31503,31.636
validation,hybrid,31503,253.529
validation,bm25,31548,34.643
validation,dense,31548,31.462
validation,hybrid,31548,331.159
validation,bm25,31561,8.382
validation,dense,31561,32.389
validation,hybrid,31561,286.371
validation,bm25,31669,11.274
validation,dense,31669,31.329
validation,hybrid,31669,475.847
validation,bm25,31716,5.493
validation,dense,31716,36.650
validation,hybrid,31716,341.119
validation,bm25,31853,5.521
validation,dense,31853,30.473
validation,hybrid,31853,134.917
validation,bm25,31892,5.891
validation,dense,31892,42.373
validation,hybrid,31892,364.782
validation,bm25,31921,10.197
validation,dense,31921,51.055
validation,hybrid,31921,285.305
validation,bm25,3199,19.509
validation,dense,3199,37.726
validation,hybrid,3199,529.922
validation,bm25,31994,18.422
validation,dense,31994,42.855
validation,hybrid,31994,141.016
validation,bm25,32151,6.905
validation,dense,32151,38.532
validation,hybrid,32151,241.700
validation,bm25,32214,10.992
validation,dense,32214,34.607
validation,hybrid,32214,268.006
validation,bm25,32271,8.651
validation,dense,32271,29.591
validation,hybrid,32271,516.835
validation,bm25,32332,5.862
validation,dense,32332,40.928
validation,hybrid,32332,371.031
validation,bm25,32521,7.266
validation,dense,32521,32.730
validation,hybrid,32521,335.816
validation,bm25,32565,5.748
validation,dense,32565,30.614
validation,hybrid,32565,216.474
validation,bm25,32576,25.912
validation,dense,32576,30.365
validation,hybrid,32576,453.787
validation,bm25,32603,5.973
validation,dense,32603,30.779
validation,hybrid,32603,298.756
validation,bm25,32835,7.786
validation,dense,32835,34.361
validation,hybrid,32835,245.601
validation,bm25,32837,7.419
validation,dense,32837,30.061
validation,hybrid,32837,340.093
validation,bm25,32857,25.480
validation,dense,32857,30.703
validation,hybrid,32857,438.384
validation,bm25,32974,26.378
validation,dense,32974,31.932
validation,hybrid,32974,254.094
validation,bm25,33,40.065
validation,dense,33,35.219
validation,hybrid,33,210.911
validation,bm25,33111,22.361
validation,dense,33111,30.795
validation,hybrid,33111,176.146
validation,bm25,33138,5.906
validation,dense,33138,31.870
validation,hybrid,33138,248.681
validation,bm25,33159,5.174
validation,dense,33159,33.883
validation,hybrid,33159,221.879
validation,bm25,33344,32.360
validation,dense,33344,31.303
validation,hybrid,33344,445.141
validation,bm25,33352,6.388
validation,dense,33352,35.867
validation,hybrid,33352,199.743
validation,bm25,33371,25.738
validation,dense,33371,30.620
validation,hybrid,33371,248.068
validation,bm25,33382,7.102
validation,dense,33382,32.949
validation,hybrid,33382,205.382
validation,bm25,33390,6.631
validation,dense,33390,30.466
validation,hybrid,33390,340.580
validation,bm25,33396,6.502
validation,dense,33396,37.529
validation,hybrid,33396,354.819
validation,bm25,33417,5.151
validation,dense,33417,31.439
validation,hybrid,33417,219.374
validation,bm25,33447,9.182
validation,dense,33447,32.022
validation,hybrid,33447,325.310
validation,bm25,33564,4.594
validation,dense,33564,30.102
validation,hybrid,33564,124.047
validation,bm25,3359,43.144
validation,dense,3359,76.141
validation,hybrid,3359,433.703
validation,bm25,3371,27.524
validation,dense,3371,37.400
validation,hybrid,3371,345.171
validation,bm25,33786,10.384
validation,dense,33786,35.196
validation,hybrid,33786,468.998
validation,bm25,33854,4.544
validation,dense,33854,33.633
validation,hybrid,33854,131.830
validation,bm25,33941,9.587
validation,dense,33941,31.349
validation,hybrid,33941,240.606
validation,bm25,3396,23.843
validation,dense,3396,31.912
validation,hybrid,3396,364.805
validation,bm25,33988,5.305
validation,dense,33988,31.351
validation,hybrid,33988,186.856
validation,bm25,33990,7.283
validation,dense,33990,33.221
validation,hybrid,33990,380.453
validation,bm25,34054,11.246
validation,dense,34054,30.991
validation,hybrid,34054,173.465
validation,bm25,34072,22.418
validation,dense,34072,32.003
validation,hybrid,34072,354.778
validation,bm25,34079,41.209
validation,dense,34079,34.803
validation,hybrid,34079,355.387
validation,bm25,34094,10.829
validation,dense,34094,29.754
validation,hybrid,34094,266.059
validation,bm25,34121,43.899
validation,dense,34121,31.772
validation,hybrid,34121,366.381
validation,bm25,34127,35.439
validation,dense,34127,32.205
validation,hybrid,34127,483.874
validation,bm25,34131,27.166
validation,dense,34131,35.768
validation,hybrid,34131,282.255
validation,bm25,34149,11.327
validation,dense,34149,40.166
validation,hybrid,34149,358.925
validation,bm25,34208,8.309
validation,dense,34208,33.616
validation,hybrid,34208,682.651
validation,bm25,34214,62.830
validation,dense,34214,112.254
validation,hybrid,34214,410.362
validation,bm25,34216,12.805
validation,dense,34216,33.858
validation,hybrid,34216,157.724
validation,bm25,34293,45.151
validation,dense,34293,32.548
validation,hybrid,34293,361.268
validation,bm25,345,10.855
validation,dense,345,31.016
validation,hybrid,345,301.528
validation,bm25,34530,6.926
validation,dense,34530,34.064
validation,hybrid,34530,295.724
validation,bm25,34534,28.683
validation,dense,34534,30.960
validation,hybrid,34534,244.394
validation,bm25,34570,7.806
validation,dense,34570,38.709
validation,hybrid,34570,407.147
validation,bm25,34608,14.618
validation,dense,34608,33.777
validation,hybrid,34608,166.327
validation,bm25,3464,35.284
validation,dense,3464,32.097
validation,hybrid,3464,419.427
validation,bm25,34655,8.758
validation,dense,34655,55.886
validation,hybrid,34655,295.811
validation,bm25,34672,25.492
validation,dense,34672,31.820
validation,hybrid,34672,524.108
validation,bm25,34726,18.194
validation,dense,34726,33.837
validation,hybrid,34726,318.240
validation,bm25,34774,17.094
validation,dense,34774,34.098
validation,hybrid,34774,276.126
validation,bm25,34950,18.447
validation,dense,34950,30.747
validation,hybrid,34950,116.616
validation,bm25,34969,12.069
validation,dense,34969,42.019
validation,hybrid,34969,126.596
validation,bm25,3501,20.724
validation,dense,3501,31.157
validation,hybrid,3501,392.800
validation,bm25,35066,9.037
validation,dense,35066,32.714
validation,hybrid,35066,273.016
validation,bm25,35094,7.945
validation,dense,35094,33.127
validation,hybrid,35094,200.775
validation,bm25,35096,18.990
validation,dense,35096,32.798
validation,hybrid,35096,217.891
validation,bm25,35126,20.642
validation,dense,35126,32.439
validation,hybrid,35126,319.843
validation,bm25,35177,5.532
validation,dense,35177,30.856
validation,hybrid,35177,190.124
validation,bm25,35209,32.197
validation,dense,35209,31.357
validation,hybrid,35209,305.161
validation,bm25,35211,29.433
validation,dense,35211,30.916
validation,hybrid,35211,343.283
validation,bm25,35249,8.494
validation,dense,35249,29.839
validation,hybrid,35249,266.342
validation,bm25,35276,6.344
validation,dense,35276,30.473
validation,hybrid,35276,276.877
validation,bm25,35281,4.762
validation,dense,35281,30.493
validation,hybrid,35281,128.103
validation,bm25,35309,7.150
validation,dense,35309,30.132
validation,hybrid,35309,212.040
validation,bm25,35332,10.192
validation,dense,35332,30.109
validation,hybrid,35332,295.343
validation,bm25,35419,9.496
validation,dense,35419,31.362
validation,hybrid,35419,368.692
validation,bm25,35495,8.839
validation,dense,35495,31.589
validation,hybrid,35495,304.149
validation,bm25,35537,7.319
validation,dense,35537,30.331
validation,hybrid,35537,391.046
validation,bm25,35577,24.768
validation,dense,35577,31.021
validation,hybrid,35577,436.974
validation,bm25,35617,19.902
validation,dense,35617,30.327
validation,hybrid,35617,362.465
validation,bm25,35618,6.000
validation,dense,35618,37.344
validation,hybrid,35618,128.991
validation,bm25,35710,18.387
validation,dense,35710,30.428
validation,hybrid,35710,322.975
validation,bm25,3572,7.412
validation,dense,3572,29.962
validation,hybrid,3572,327.362
validation,bm25,35752,13.459
validation,dense,35752,54.451
validation,hybrid,35752,432.120
validation,bm25,35873,28.840
validation,dense,35873,31.687
validation,hybrid,35873,439.947
validation,bm25,35908,16.376
validation,dense,35908,143.291
validation,hybrid,35908,263.976
validation,bm25,35972,6.116
validation,dense,35972,41.050
validation,hybrid,35972,177.854
validation,bm25,35982,6.752
validation,dense,35982,43.756
validation,hybrid,35982,384.512
validation,bm25,35987,7.787
validation,dense,35987,34.891
validation,hybrid,35987,417.588
validation,bm25,361,9.791
validation,dense,361,30.973
validation,hybrid,361,242.862
validation,bm25,36141,14.115
validation,dense,36141,30.880
validation,hybrid,36141,444.422
validation,bm25,36154,29.687
validation,dense,36154,45.248
validation,hybrid,36154,483.831
validation,bm25,3616,8.914
validation,dense,3616,36.238
validation,hybrid,3616,351.061
validation,bm25,36187,16.404
validation,dense,36187,30.884
validation,hybrid,36187,228.459
validation,bm25,36430,6.048
validation,dense,36430,30.225
validation,hybrid,36430,221.884
validation,bm25,36433,12.504
validation,dense,36433,31.313
validation,hybrid,36433,293.976
validation,bm25,3647,13.798
validation,dense,3647,31.610
validation,hybrid,3647,214.805
validation,bm25,36501,25.515
validation,dense,36501,30.629
validation,hybrid,36501,482.434
validation,bm25,36754,22.399
validation,dense,36754,31.266
validation,hybrid,36754,361.162
validation,bm25,36827,5.556
validation,dense,36827,30.193
validation,hybrid,36827,440.528
validation,bm25,36836,4.437
validation,dense,36836,31.221
validation,hybrid,36836,148.899
validation,bm25,37006,5.945
validation,dense,37006,30.233
validation,hybrid,37006,139.449
validation,bm25,37067,6.797
validation,dense,37067,35.883
validation,hybrid,37067,322.902
validation,bm25,3716,12.373
validation,dense,3716,33.042
validation,hybrid,3716,351.809
validation,bm25,37208,5.281
validation,dense,37208,31.840
validation,hybrid,37208,159.218
validation,bm25,3728,8.223
validation,dense,3728,39.928
validation,hybrid,3728,327.473
validation,bm25,37319,16.926
validation,dense,37319,30.744
validation,hybrid,37319,291.553
validation,bm25,37329,11.624
validation,dense,37329,33.073
validation,hybrid,37329,393.427
validation,bm25,37336,4.412
validation,dense,37336,31.067
validation,hybrid,37336,164.758
validation,bm25,37348,11.899
validation,dense,37348,31.386
validation,hybrid,37348,358.715
validation,bm25,3736,5.005
validation,dense,3736,30.861
validation,hybrid,3736,281.516
validation,bm25,37377,5.249
validation,dense,37377,30.624
validation,hybrid,37377,252.664
validation,bm25,37393,18.446
validation,dense,37393,31.402
validation,hybrid,37393,575.239
validation,bm25,37462,5.879
validation,dense,37462,30.211
validation,hybrid,37462,182.912
validation,bm25,37470,18.384
validation,dense,37470,32.465
validation,hybrid,37470,245.900
validation,bm25,37482,35.872
validation,dense,37482,33.831
validation,hybrid,37482,302.081
validation,bm25,37558,29.633
validation,dense,37558,37.948
validation,hybrid,37558,257.263
validation,bm25,37589,4.579
validation,dense,37589,30.225
validation,hybrid,37589,129.493
validation,bm25,37672,8.206
validation,dense,37672,30.131
validation,hybrid,37672,333.530
validation,bm25,37745,14.039
validation,dense,37745,30.974
validation,hybrid,37745,313.905
validation,bm25,3793,6.169
validation,dense,3793,32.393
validation,hybrid,3793,331.554
validation,bm25,37949,14.644
validation,dense,37949,30.789
validation,hybrid,37949,168.849
validation,bm25,38181,30.772
validation,dense,38181,31.174
validation,hybrid,38181,252.748
validation,bm25,38211,39.554
validation,dense,38211,35.552
validation,hybrid,38211,244.071
validation,bm25,38259,5.784
validation,dense,38259,30.462
validation,hybrid,38259,156.314
validation,bm25,38342,9.107
validation,dense,38342,32.125
validation,hybrid,38342,196.688
validation,bm25,38384,8.460
validation,dense,38384,33.999
validation,hybrid,38384,395.207
validation,bm25,38559,18.582
validation,dense,38559,30.896
validation,hybrid,38559,450.602
validation,bm25,38571,16.780
validation,dense,38571,30.283
validation,hybrid,38571,247.755
validation,bm25,38576,11.418
validation,dense,38576,30.746
validation,hybrid,38576,262.871
validation,bm25,38787,17.248
validation,dense,38787,30.901
validation,hybrid,38787,179.393
validation,bm25,38861,6.411
validation,dense,38861,30.130
validation,hybrid,38861,242.290
validation,bm25,38897,35.209
validation,dense,38897,31.555
validation,hybrid,38897,417.050
validation,bm25,38975,13.610
validation,dense,38975,29.940
validation,hybrid,38975,299.703
validation,bm25,39081,6.189
validation,dense,39081,40.356
validation,hybrid,39081,393.612
validation,bm25,39388,5.335
validation,dense,39388,31.361
validation,hybrid,39388,138.963
validation,bm25,3944,7.862
validation,dense,3944,29.934
validation,hybrid,3944,447.890
validation,bm25,39470,27.838
validation,dense,39470,31.017
validation,hybrid,39470,326.885
